Date/Time,100m_N Avg [m/s],100m_N Std [m/s],100m_S Avg [m/s],100m_S Std [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s]
26-11-2017 23:20,7.923,0.177,8.067,0.177,7.931,8.931,9.931,10.931,11.931,12.931,13.931,14.931,15.931,16.931,17.931,18.931
26-11-2017 23:30,8.566,0.355,8.715,0.369,7.987,8.987,9.987,10.987,11.987,12.987,13.987,14.987,15.987,16.987,17.987,18.987
26-11-2017 23:40,8.458,0.355,8.612,0.354,7.664,8.664,9.664,10.664,11.664,12.664,13.664,14.664,15.664,16.664,17.664,18.664
26-11-2017 23:50,8.692,0.34,8.879,0.339,7.642,8.642,9.642,10.642,11.642,12.642,13.642,14.642,15.642,16.642,17.642,18.642
27-11-2017 00:00,8.817,0.502,9.004,0.48,7.625,8.625,9.625,10.625,11.625,12.625,13.625,14.625,15.625,16.625,17.625,18.625
27-11-2017 00:10,9.094,0.435,9.274,0.409,7.855,8.855,9.855,10.855,11.855,12.855,13.855,14.855,15.855,16.855,17.855,18.855
27-11-2017 00:20,9.426,0.307,9.612,0.289,7.926,8.926,9.926,10.926,11.926,12.926,13.926,14.926,15.926,16.926,17.926,18.926
27-11-2017 00:30,9.266,0.422,9.436,0.434,7.902,8.902,9.902,10.902,11.902,12.902,13.902,14.902,15.902,16.902,17.902,18.902
27-11-2017 00:40,8.79,0.552,8.982,0.522,7.512,8.512,9.512,10.512,11.512,12.512,13.512,14.512,15.512,16.512,17.512,18.512
27-11-2017 00:50,8.657,0.58,8.852,0.579,7.453,8.453,9.453,10.453,11.453,12.453,13.453,14.453,15.453,16.453,17.453,18.453
27-11-2017 01:00,8.724,0.481,8.896,0.48,7.512,8.512,9.512,10.512,11.512,12.512,13.512,14.512,15.512,16.512,17.512,18.512
27-11-2017 01:10,8.611,0.512,8.781,0.501,7.336,8.336,9.336,10.336,11.336,12.336,13.336,14.336,15.336,16.336,17.336,18.336
27-11-2017 01:20,8.485,0.47,8.653,0.48,7.228,8.228,9.228,10.228,11.228,12.228,13.228,14.228,15.228,16.228,17.228,18.228
27-11-2017 01:30,8.91,0.397,9.063,0.422,7.412,8.412,9.412,10.412,11.412,12.412,13.412,14.412,15.412,16.412,17.412,18.412
27-11-2017 01:40,9.448,0.397,9.615,0.383,7.833,8.833,9.833,10.833,11.833,12.833,13.833,14.833,15.833,16.833,17.833,18.833
27-11-2017 01:50,9.546,0.369,9.713,0.383,7.912,8.912,9.912,10.912,11.912,12.912,13.912,14.912,15.912,16.912,17.912,18.912
27-11-2017 02:00,9.414,0.324,9.597,0.307,8.059,9.059,10.059,11.059,12.059,13.059,14.059,15.059,16.059,17.059,18.059,19.059
27-11-2017 02:10,9.045,0.41,9.225,0.434,7.617,8.617,9.617,10.617,11.617,12.617,13.617,14.617,15.617,16.617,17.617,18.617
27-11-2017 02:20,8.989,0.355,9.166,0.369,7.723,8.723,9.723,10.723,11.723,12.723,13.723,14.723,15.723,16.723,17.723,18.723
27-11-2017 02:30,8.598,0.522,8.766,0.541,7.336,8.336,9.336,10.336,11.336,12.336,13.336,14.336,15.336,16.336,17.336,18.336
27-11-2017 02:40,8.471,0.532,8.622,0.57,7.267,8.267,9.267,10.267,11.267,12.267,13.267,14.267,15.267,16.267,17.267,18.267
27-11-2017 02:50,8.166,0.648,8.325,0.663,7.169,8.169,9.169,10.169,11.169,12.169,13.169,14.169,15.169,16.169,17.169,18.169
27-11-2017 03:00,7.751,0.664,7.913,0.671,6.799,7.799,8.799,9.799,10.799,11.799,12.799,13.799,14.799,15.799,16.799,17.799
27-11-2017 03:10,7.71,0.522,7.874,0.512,6.833,7.833,8.833,9.833,10.833,11.833,12.833,13.833,14.833,15.833,16.833,17.833
27-11-2017 03:20,7.896,0.458,8.048,0.469,6.941,7.941,8.941,9.941,10.941,11.941,12.941,13.941,14.941,15.941,16.941,17.941
27-11-2017 03:30,7.886,0.502,8.045,0.48,6.961,7.961,8.961,9.961,10.961,11.961,12.961,13.961,14.961,15.961,16.961,17.961
27-11-2017 03:40,8.004,0.589,8.168,0.614,7.108,8.108,9.108,10.108,11.108,12.108,13.108,14.108,15.108,16.108,17.108,18.108
27-11-2017 03:50,8.034,0.656,8.219,0.655,7.059,8.059,9.059,10.059,11.059,12.059,13.059,14.059,15.059,16.059,17.059,18.059
27-11-2017 04:00,8.019,0.632,8.188,0.631,7.199,8.199,9.199,10.199,11.199,12.199,13.199,14.199,15.199,16.199,17.199,18.199
27-11-2017 04:10,8.139,0.632,8.3,0.639,7.272,8.272,9.272,10.272,11.272,12.272,13.272,14.272,15.272,16.272,17.272,18.272
27-11-2017 04:20,8.392,0.58,8.536,0.57,7.412,8.412,9.412,10.412,11.412,12.412,13.412,14.412,15.412,16.412,17.412,18.412
27-11-2017 04:30,8.557,0.552,8.71,0.56,7.593,8.593,9.593,10.593,11.593,12.593,13.593,14.593,15.593,16.593,17.593,18.593
27-11-2017 04:40,8.569,0.57,8.747,0.57,7.561,8.561,9.561,10.561,11.561,12.561,13.561,14.561,15.561,16.561,17.561,18.561
27-11-2017 04:50,8.535,0.58,8.734,0.622,7.527,8.527,9.527,10.527,11.527,12.527,13.527,14.527,15.527,16.527,17.527,18.527
27-11-2017 05:00,8.36,0.648,8.528,0.655,7.304,8.304,9.304,10.304,11.304,12.304,13.304,14.304,15.304,16.304,17.304,18.304
27-11-2017 05:10,7.815,0.68,8.001,0.716,6.86,7.86,8.86,9.86,10.86,11.86,12.86,13.86,14.86,15.86,16.86,17.86
27-11-2017 05:20,8.058,0.753,8.256,0.759,6.939,7.939,8.939,9.939,10.939,11.939,12.939,13.939,14.939,15.939,16.939,17.939
27-11-2017 05:30,8.738,0.648,8.884,0.647,7.777,8.777,9.777,10.777,11.777,12.777,13.777,14.777,15.777,16.777,17.777,18.777
27-11-2017 05:40,8.797,0.672,8.955,0.686,7.958,8.958,9.958,10.958,11.958,12.958,13.958,14.958,15.958,16.958,17.958,18.958
27-11-2017 05:50,9.256,0.481,9.458,0.491,8.6,9.6,10.6,11.6,12.6,13.6,14.6,15.6,16.6,17.6,18.6,19.6
27-11-2017 06:00,8.972,0.552,9.151,0.56,8.451,9.451,10.451,11.451,12.451,13.451,14.451,15.451,16.451,17.451,18.451,19.451
27-11-2017 06:10,8.876,0.522,9.004,0.541,8.059,9.059,10.059,11.059,12.059,13.059,14.059,15.059,16.059,17.059,18.059,19.059
27-11-2017 06:20,8.763,0.589,8.938,0.579,7.865,8.865,9.865,10.865,11.865,12.865,13.865,14.865,15.865,16.865,17.865,18.865
27-11-2017 06:30,8.702,0.491,8.899,0.48,7.774,8.774,9.774,10.774,11.774,12.774,13.774,14.774,15.774,16.774,17.774,18.774
27-11-2017 06:40,8.485,0.47,8.651,0.469,7.818,8.818,9.818,10.818,11.818,12.818,13.818,14.818,15.818,16.818,17.818,18.818
27-11-2017 06:50,8.289,0.422,8.445,0.446,7.578,8.578,9.578,10.578,11.578,12.578,13.578,14.578,15.578,16.578,17.578,18.578
27-11-2017 07:00,7.98,0.383,8.151,0.383,7.328,8.328,9.328,10.328,11.328,12.328,13.328,14.328,15.328,16.328,17.328,18.328
27-11-2017 07:10,7.852,0.355,8.028,0.354,7.279,8.279,9.279,10.279,11.279,12.279,13.279,14.279,15.279,16.279,17.279,18.279
27-11-2017 07:20,7.911,0.369,8.065,0.383,7.311,8.311,9.311,10.311,11.311,12.311,13.311,14.311,15.311,16.311,17.311,18.311
27-11-2017 07:30,8.043,0.34,8.212,0.339,7.421,8.421,9.421,10.421,11.421,12.421,13.421,14.421,15.421,16.421,17.421,18.421
27-11-2017 07:40,8.25,0.397,8.423,0.396,7.436,8.436,9.436,10.436,11.436,12.436,13.436,14.436,15.436,16.436,17.436,18.436
27-11-2017 07:50,8.132,0.447,8.291,0.446,7.365,8.365,9.365,10.365,11.365,12.365,13.365,14.365,15.365,16.365,17.365,18.365
27-11-2017 08:00,8.021,0.447,8.17,0.446,7.282,8.282,9.282,10.282,11.282,12.282,13.282,14.282,15.282,16.282,17.282,18.282
27-11-2017 08:10,8.274,0.447,8.46,0.469,7.419,8.419,9.419,10.419,11.419,12.419,13.419,14.419,15.419,16.419,17.419,18.419
27-11-2017 08:20,8.029,0.502,8.229,0.522,7.225,8.225,9.225,10.225,11.225,12.225,13.225,14.225,15.225,16.225,17.225,18.225
27-11-2017 08:30,7.601,0.656,7.749,0.679,6.833,7.833,8.833,9.833,10.833,11.833,12.833,13.833,14.833,15.833,16.833,17.833
27-11-2017 08:40,7.624,0.826,7.788,0.868,6.451,7.451,8.451,9.451,10.451,11.451,12.451,13.451,14.451,15.451,16.451,17.451
27-11-2017 08:50,7.646,0.794,7.781,0.825,6.682,7.682,8.682,9.682,10.682,11.682,12.682,13.682,14.682,15.682,16.682,17.682
27-11-2017 09:00,7.437,0.717,7.589,0.752,6.522,7.522,8.522,9.522,10.522,11.522,12.522,13.522,14.522,15.522,16.522,17.522
27-11-2017 09:10,7.037,0.632,7.158,0.655,6.466,7.466,8.466,9.466,10.466,11.466,12.466,13.466,14.466,15.466,16.466,17.466
27-11-2017 09:20,6.921,0.78,7.03,0.779,6.084,7.084,8.084,9.084,10.084,11.084,12.084,13.084,14.084,15.084,16.084,17.084
27-11-2017 09:30,6.376,0.767,6.501,0.818,5.439,6.439,7.439,8.439,9.439,10.439,11.439,12.439,13.439,14.439,15.439,16.439
27-11-2017 09:40,6.474,0.687,6.633,0.686,6.057,7.057,8.057,9.057,10.057,11.057,12.057,13.057,14.057,15.057,16.057,17.057
27-11-2017 09:50,6.256,0.606,6.364,0.631,5.819,6.819,7.819,8.819,9.819,10.819,11.819,12.819,13.819,14.819,15.819,16.819
27-11-2017 10:00,6.199,0.68,6.312,0.716,5.932,6.932,7.932,8.932,9.932,10.932,11.932,12.932,13.932,14.932,15.932,16.932
27-11-2017 10:10,5.701,0.725,5.792,0.745,5.437,6.437,7.437,8.437,9.437,10.437,11.437,12.437,13.437,14.437,15.437,16.437
27-11-2017 10:20,5.195,0.606,5.285,0.614,5.006,6.006,7.006,8.006,9.006,10.006,11.006,12.006,13.006,14.006,15.006,16.006
27-11-2017 10:30,5.261,0.774,5.326,0.806,5.131,6.131,7.131,8.131,9.131,10.131,11.131,12.131,13.131,14.131,15.131,16.131
27-11-2017 10:40,4.721,0.656,4.78,0.671,4.685,5.685,6.685,7.685,8.685,9.685,10.685,11.685,12.685,13.685,14.685,15.685
27-11-2017 10:50,4.834,0.58,4.858,0.597,4.81,5.81,6.81,7.81,8.81,9.81,10.81,11.81,12.81,13.81,14.81,15.81
27-11-2017 11:00,4.53,0.732,4.574,0.745,4.623,5.623,6.623,7.623,8.623,9.623,10.623,11.623,12.623,13.623,14.623,15.623
27-11-2017 11:10,5.001,0.753,5.035,0.806,5.175,6.175,7.175,8.175,9.175,10.175,11.175,12.175,13.175,14.175,15.175,16.175
27-11-2017 11:20,5.36,0.813,5.38,0.772,5.317,6.317,7.317,8.317,9.317,10.317,11.317,12.317,13.317,14.317,15.317,16.317
27-11-2017 11:30,4.932,0.702,4.934,0.671,4.922,5.922,6.922,7.922,8.922,9.922,10.922,11.922,12.922,13.922,14.922,15.922
27-11-2017 11:40,4.38,0.542,4.392,0.541,4.459,5.459,6.459,7.459,8.459,9.459,10.459,11.459,12.459,13.459,14.459,15.459
27-11-2017 11:50,4.284,0.447,4.272,0.446,4.224,5.224,6.224,7.224,8.224,9.224,10.224,11.224,12.224,13.224,14.224,15.224
27-11-2017 12:00,4.557,0.481,4.552,0.469,4.619,5.619,6.619,7.619,8.619,9.619,10.619,11.619,12.619,13.619,14.619,15.619
27-11-2017 12:10,4.611,0.324,4.618,0.307,4.545,5.545,6.545,7.545,8.545,9.545,10.545,11.545,12.545,13.545,14.545,15.545
27-11-2017 12:20,4.672,0.532,4.664,0.522,4.41,5.41,6.41,7.41,8.41,9.41,10.41,11.41,12.41,13.41,14.41,15.41
27-11-2017 12:30,4.12,0.725,4.086,0.786,3.773,4.773,5.773,6.773,7.773,8.773,9.773,10.773,11.773,12.773,13.773,14.773
27-11-2017 12:40,4.503,0.369,4.478,0.396,4.219,5.219,6.219,7.219,8.219,9.219,10.219,11.219,12.219,13.219,14.219,15.219
27-11-2017 12:50,4.215,0.229,4.194,0.251,4.278,5.278,6.278,7.278,8.278,9.278,10.278,11.278,12.278,13.278,14.278,15.278
27-11-2017 13:00,4.323,0.324,4.316,0.307,4.209,5.209,6.209,7.209,8.209,9.209,10.209,11.209,12.209,13.209,14.209,15.209
27-11-2017 13:10,4.353,0.307,4.365,0.271,4.339,5.339,6.339,7.339,8.339,9.339,10.339,11.339,12.339,13.339,14.339,15.339
27-11-2017 13:20,4.49,0.355,4.476,0.369,4.359,5.359,6.359,7.359,8.359,9.359,10.359,11.359,12.359,13.359,14.359,15.359
27-11-2017 13:30,4.456,0.58,4.483,0.579,4.29,5.29,6.29,7.29,8.29,9.29,10.29,11.29,12.29,13.29,14.29,15.29
27-11-2017 13:40,4.417,0.502,4.427,0.522,4.251,5.251,6.251,7.251,8.251,9.251,10.251,11.251,12.251,13.251,14.251,15.251
27-11-2017 13:50,4.832,0.355,4.77,0.354,4.704,5.704,6.704,7.704,8.704,9.704,10.704,11.704,12.704,13.704,14.704,15.704
27-11-2017 14:00,4.468,0.355,4.468,0.339,4.484,5.484,6.484,7.484,8.484,9.484,10.484,11.484,12.484,13.484,14.484,15.484
27-11-2017 14:10,4.404,0.34,4.392,0.307,4.396,5.396,6.396,7.396,8.396,9.396,10.396,11.396,12.396,13.396,14.396,15.396
27-11-2017 14:20,4.522,0.422,4.535,0.383,4.378,5.378,6.378,7.378,8.378,9.378,10.378,11.378,12.378,13.378,14.378,15.378
27-11-2017 14:30,4.716,0.422,4.674,0.422,4.334,5.334,6.334,7.334,8.334,9.334,10.334,11.334,12.334,13.334,14.334,15.334
27-11-2017 14:40,4.91,0.552,4.885,0.532,4.513,5.513,6.513,7.513,8.513,9.513,10.513,11.513,12.513,13.513,14.513,15.513
27-11-2017 14:50,4.844,0.41,4.856,0.369,4.405,5.405,6.405,7.405,8.405,9.405,10.405,11.405,12.405,13.405,14.405,15.405
27-11-2017 15:00,4.908,0.229,4.895,0.229,4.393,5.393,6.393,7.393,8.393,9.393,10.393,11.393,12.393,13.393,14.393,15.393
27-11-2017 15:10,4.596,0.47,4.603,0.469,4.03,5.03,6.03,7.03,8.03,9.03,10.03,11.03,12.03,13.03,14.03,15.03
27-11-2017 15:20,4.38,0.324,4.363,0.324,3.945,4.945,5.945,6.945,7.945,8.945,9.945,10.945,11.945,12.945,13.945,14.945
27-11-2017 15:30,4.512,0.177,4.5,0.145,3.942,4.942,5.942,6.942,7.942,8.942,9.942,10.942,11.942,12.942,13.942,14.942
27-11-2017 15:40,4.512,0.102,4.483,0.145,4.006,5.006,6.006,7.006,8.006,9.006,10.006,11.006,12.006,13.006,14.006,15.006
27-11-2017 15:50,4.314,0.205,4.277,0.177,3.91,4.91,5.91,6.91,7.91,8.91,9.91,10.91,11.91,12.91,13.91,14.91
27-11-2017 16:00,4.23,0.145,4.184,0.145,4.359,5.359,6.359,7.359,8.359,9.359,10.359,11.359,12.359,13.359,14.359,15.359
27-11-2017 16:10,4.422,0.145,4.343,0.145,4.854,5.854,6.854,7.854,8.854,9.854,10.854,11.854,12.854,13.854,14.854,15.854
27-11-2017 16:20,4.201,0.145,4.137,0.145,4.528,5.528,6.528,7.528,8.528,9.528,10.528,11.528,12.528,13.528,14.528,15.528
27-11-2017 16:30,4.363,0.145,4.282,0.102,4.78,5.78,6.78,7.78,8.78,9.78,10.78,11.78,12.78,13.78,14.78,15.78
27-11-2017 16:40,4.198,0,4.128,0,4.562,5.562,6.562,7.562,8.562,9.562,10.562,11.562,12.562,13.562,14.562,15.562
27-11-2017 16:50,4.056,0.102,3.988,0.102,4.273,5.273,6.273,7.273,8.273,9.273,10.273,11.273,12.273,13.273,14.273,15.273
27-11-2017 17:00,4.095,0.102,4.032,0.102,4.084,5.084,6.084,7.084,8.084,9.084,10.084,11.084,12.084,13.084,14.084,15.084
27-11-2017 17:10,4.22,0.102,4.164,0.102,4.089,5.089,6.089,7.089,8.089,9.089,10.089,11.089,12.089,13.089,14.089,15.089
27-11-2017 17:20,4.058,0.102,3.99,0.102,4.273,5.273,6.273,7.273,8.273,9.273,10.273,11.273,12.273,13.273,14.273,15.273
27-11-2017 17:30,4.358,0.251,4.289,0.229,4.452,5.452,6.452,7.452,8.452,9.452,10.452,11.452,12.452,13.452,14.452,15.452
27-11-2017 17:40,4.726,0.102,4.642,0.145,4.878,5.878,6.878,7.878,8.878,9.878,10.878,11.878,12.878,13.878,14.878,15.878
27-11-2017 17:50,4.306,0.102,4.245,0.102,4.54,5.54,6.54,7.54,8.54,9.54,10.54,11.54,12.54,13.54,14.54,15.54
27-11-2017 18:00,4.35,0,4.297,0.102,4.236,5.236,6.236,7.236,8.236,9.236,10.236,11.236,12.236,13.236,14.236,15.236
27-11-2017 18:10,4.319,0,4.248,0,4.158,5.158,6.158,7.158,8.158,9.158,10.158,11.158,12.158,13.158,14.158,15.158
27-11-2017 18:20,4.478,0.102,4.402,0.102,4.408,5.408,6.408,7.408,8.408,9.408,10.408,11.408,12.408,13.408,14.408,15.408
27-11-2017 18:30,4.692,0.102,4.611,0.102,4.577,5.577,6.577,7.577,8.577,9.577,10.577,11.577,12.577,13.577,14.577,15.577
27-11-2017 18:40,4.812,0,4.723,0,4.694,5.694,6.694,7.694,8.694,9.694,10.694,11.694,12.694,13.694,14.694,15.694
27-11-2017 18:50,4.903,0,4.814,0,4.766,5.766,6.766,7.766,8.766,9.766,10.766,11.766,12.766,13.766,14.766,15.766
27-11-2017 19:00,4.935,0.102,4.814,0,4.778,5.778,6.778,7.778,8.778,9.778,10.778,11.778,12.778,13.778,14.778,15.778
27-11-2017 19:10,5.033,0.145,4.873,0,4.721,5.721,6.721,7.721,8.721,9.721,10.721,11.721,12.721,13.721,14.721,15.721
27-11-2017 19:20,4.807,0.251,4.743,0.205,4.658,5.658,6.658,7.658,8.658,9.658,10.658,11.658,12.658,13.658,14.658,15.658
27-11-2017 19:30,4.107,0.229,3.978,0.177,4.126,5.126,6.126,7.126,8.126,9.126,10.126,11.126,12.126,13.126,14.126,15.126
27-11-2017 19:40,3.798,0.145,3.681,0.102,3.935,4.935,5.935,6.935,7.935,8.935,9.935,10.935,11.935,12.935,13.935,14.935
27-11-2017 19:50,3.513,0.102,3.448,0.102,3.477,4.477,5.477,6.477,7.477,8.477,9.477,10.477,11.477,12.477,13.477,14.477
27-11-2017 20:00,2.47,0.732,2.431,0.709,2.744,3.744,4.744,5.744,6.744,7.744,8.744,9.744,10.744,11.744,12.744,13.744
27-11-2017 20:10,NaN,NaN,1.281,0.647,1.372,2.372,3.372,4.372,5.372,6.372,7.372,8.372,9.372,10.372,11.372,12.372
27-11-2017 20:20,2.71,0.702,2.747,0.731,3.322,4.322,5.322,6.322,7.322,8.322,9.322,10.322,11.322,12.322,13.322,14.322
27-11-2017 20:30,2.781,0.34,2.826,0.354,3.251,4.251,5.251,6.251,7.251,8.251,9.251,10.251,11.251,12.251,13.251,14.251
27-11-2017 20:40,3.933,0.307,3.998,0.324,4.155,5.155,6.155,7.155,8.155,9.155,10.155,11.155,12.155,13.155,14.155,15.155
27-11-2017 20:50,4.817,0.29,4.89,0.289,4.976,5.976,6.976,7.976,8.976,9.976,10.976,11.976,12.976,13.976,14.976,15.976
27-11-2017 21:00,4.736,0.177,4.814,0.177,4.658,5.658,6.658,7.658,8.658,9.658,10.658,11.658,12.658,13.658,14.658,15.658
27-11-2017 21:10,4.574,0.145,4.645,0.177,4.746,5.746,6.746,7.746,8.746,9.746,10.746,11.746,12.746,13.746,14.746,15.746
27-11-2017 21:20,4.78,0.177,4.868,0.177,4.849,5.849,6.849,7.849,8.849,9.849,10.849,11.849,12.849,13.849,14.849,15.849
27-11-2017 21:30,4.645,0.229,4.74,0.229,4.839,5.839,6.839,7.839,8.839,9.839,10.839,11.839,12.839,13.839,14.839,15.839
27-11-2017 21:40,4.402,0.397,4.49,0.422,4.694,5.694,6.694,7.694,8.694,9.694,10.694,11.694,12.694,13.694,14.694,15.694
27-11-2017 21:50,4.692,0.102,4.79,0,4.763,5.763,6.763,7.763,8.763,9.763,10.763,11.763,12.763,13.763,14.763,15.763
27-11-2017 22:00,4.719,0.145,4.807,0.145,5.015,6.015,7.015,8.015,9.015,10.015,11.015,12.015,13.015,14.015,15.015,16.015
27-11-2017 22:10,4.613,0.177,4.699,0.177,5.111,6.111,7.111,8.111,9.111,10.111,11.111,12.111,13.111,14.111,15.111,16.111
27-11-2017 22:20,5.06,0.177,5.152,0.145,5.202,6.202,7.202,8.202,9.202,10.202,11.202,12.202,13.202,14.202,15.202,16.202
27-11-2017 22:30,5.315,0.145,5.41,0.177,5.317,6.317,7.317,8.317,9.317,10.317,11.317,12.317,13.317,14.317,15.317,16.317
27-11-2017 22:40,5.082,0.177,5.162,0.205,5.687,6.687,7.687,8.687,9.687,10.687,11.687,12.687,13.687,14.687,15.687,16.687
27-11-2017 22:50,4.947,0.177,5.027,0.205,5.822,6.822,7.822,8.822,9.822,10.822,11.822,12.822,13.822,14.822,15.822,16.822
27-11-2017 23:00,4.193,0.271,4.292,0.271,4.9,5.9,6.9,7.9,8.9,9.9,10.9,11.9,12.9,13.9,14.9,15.9
27-11-2017 23:10,3.54,0.271,3.618,0.271,4.175,5.175,6.175,7.175,8.175,9.175,10.175,11.175,12.175,13.175,14.175,15.175
27-11-2017 23:20,2.946,0.229,2.995,0.205,3.631,4.631,5.631,6.631,7.631,8.631,9.631,10.631,11.631,12.631,13.631,14.631
27-11-2017 23:30,2.516,0.145,2.556,0.145,3.242,4.242,5.242,6.242,7.242,8.242,9.242,10.242,11.242,12.242,13.242,14.242
27-11-2017 23:40,2.315,0.145,2.345,0.145,2.85,3.85,4.85,5.85,6.85,7.85,8.85,9.85,10.85,11.85,12.85,13.85
27-11-2017 23:50,2.246,0.205,2.284,0.205,2.955,3.955,4.955,5.955,6.955,7.955,8.955,9.955,10.955,11.955,12.955,13.955
28-11-2017 00:00,2.271,0.205,2.296,0.229,2.908,3.908,4.908,5.908,6.908,7.908,8.908,9.908,10.908,11.908,12.908,13.908
28-11-2017 00:10,2.565,0.102,2.595,0.145,3.141,4.141,5.141,6.141,7.141,8.141,9.141,10.141,11.141,12.141,13.141,14.141
28-11-2017 00:20,2.288,0.229,2.323,0.229,2.764,3.764,4.764,5.764,6.764,7.764,8.764,9.764,10.764,11.764,12.764,13.764
28-11-2017 00:30,2.283,0.145,2.313,0.145,2.717,3.717,4.717,5.717,6.717,7.717,8.717,9.717,10.717,11.717,12.717,13.717
28-11-2017 00:40,2.045,0.229,2.075,0.251,2.695,3.695,4.695,5.695,6.695,7.695,8.695,9.695,10.695,11.695,12.695,13.695
28-11-2017 00:50,2.153,0.229,2.176,0.251,2.671,3.671,4.671,5.671,6.671,7.671,8.671,9.671,10.671,11.671,12.671,13.671
28-11-2017 01:00,2.823,0.205,2.875,0.205,3.234,4.234,5.234,6.234,7.234,8.234,9.234,10.234,11.234,12.234,13.234,14.234
28-11-2017 01:10,2.693,0.205,2.74,0.205,3.183,4.183,5.183,6.183,7.183,8.183,9.183,10.183,11.183,12.183,13.183,14.183
28-11-2017 01:20,3.024,0.145,3.078,0.205,3.001,4.001,5.001,6.001,7.001,8.001,9.001,10.001,11.001,12.001,13.001,14.001
28-11-2017 01:30,2.916,0.145,NaN,NaN,2.531,3.531,4.531,5.531,6.531,7.531,8.531,9.531,10.531,11.531,12.531,13.531
28-11-2017 01:40,3.218,0.251,3.287,0.271,3.369,4.369,5.369,6.369,7.369,8.369,9.369,10.369,11.369,12.369,13.369,14.369
28-11-2017 01:50,3.746,0,3.809,0.145,3.705,4.705,5.705,6.705,7.705,8.705,9.705,10.705,11.705,12.705,13.705,14.705
28-11-2017 02:00,3.926,0,3.995,0,3.952,4.952,5.952,6.952,7.952,8.952,9.952,10.952,11.952,12.952,13.952,14.952
28-11-2017 02:10,3.764,0.102,3.831,0.102,3.859,4.859,5.859,6.859,7.859,8.859,9.859,10.859,11.859,12.859,13.859,14.859
28-11-2017 02:20,3.663,0,3.725,0,3.744,4.744,5.744,6.744,7.744,8.744,9.744,10.744,11.744,12.744,13.744,14.744
28-11-2017 02:30,3.648,0.102,3.711,0,3.714,4.714,5.714,6.714,7.714,8.714,9.714,10.714,11.714,12.714,13.714,14.714
28-11-2017 02:40,3.69,0,3.752,0,4.057,5.057,6.057,7.057,8.057,9.057,10.057,11.057,12.057,13.057,14.057,15.057
28-11-2017 02:50,3.575,0,3.627,0.102,3.888,4.888,5.888,6.888,7.888,8.888,9.888,10.888,11.888,12.888,13.888,14.888
28-11-2017 03:00,3.565,0.177,3.625,0.205,3.714,4.714,5.714,6.714,7.714,8.714,9.714,10.714,11.714,12.714,13.714,14.714
28-11-2017 03:10,3.935,0.177,3.993,0.177,3.58,4.58,5.58,6.58,7.58,8.58,9.58,10.58,11.58,12.58,13.58,14.58
28-11-2017 03:20,3.999,0.205,4.042,0.229,3.712,4.712,5.712,6.712,7.712,8.712,9.712,10.712,11.712,12.712,13.712,14.712
28-11-2017 03:30,3.702,0.145,3.738,0.145,3.558,4.558,5.558,6.558,7.558,8.558,9.558,10.558,11.558,12.558,13.558,14.558
28-11-2017 03:40,3.845,0.29,3.897,0.289,3.749,4.749,5.749,6.749,7.749,8.749,9.749,10.749,11.749,12.749,13.749,14.749
28-11-2017 03:50,3.437,0.205,3.485,0.177,3.467,4.467,5.467,6.467,7.467,8.467,9.467,10.467,11.467,12.467,13.467,14.467
28-11-2017 04:00,3.403,0.205,3.431,0.177,3.504,4.504,5.504,6.504,7.504,8.504,9.504,10.504,11.504,12.504,13.504,14.504
28-11-2017 04:10,3.525,0.177,3.559,0.205,3.714,4.714,5.714,6.714,7.714,8.714,9.714,10.714,11.714,12.714,13.714,14.714
28-11-2017 04:20,3.739,0.145,3.782,0.145,4.109,5.109,6.109,7.109,8.109,9.109,10.109,11.109,12.109,13.109,14.109,15.109
28-11-2017 04:30,4.088,0.145,4.152,0.177,4.682,5.682,6.682,7.682,8.682,9.682,10.682,11.682,12.682,13.682,14.682,15.682
28-11-2017 04:40,4.569,0.177,4.635,0.177,5.393,6.393,7.393,8.393,9.393,10.393,11.393,12.393,13.393,14.393,15.393,16.393
28-11-2017 04:50,4.861,0.205,4.929,0.177,5.434,6.434,7.434,8.434,9.434,10.434,11.434,12.434,13.434,14.434,15.434,16.434
28-11-2017 05:00,4.709,0.177,4.785,0.177,5.706,6.706,7.706,8.706,9.706,10.706,11.706,12.706,13.706,14.706,15.706,16.706
28-11-2017 05:10,4.891,0.145,4.961,0.145,5.599,6.599,7.599,8.599,9.599,10.599,11.599,12.599,13.599,14.599,15.599,16.599
28-11-2017 05:20,5.178,0.177,5.241,0.177,5.263,6.263,7.263,8.263,9.263,10.263,11.263,12.263,13.263,14.263,15.263,16.263
28-11-2017 05:30,5.011,0.145,5.074,0.145,4.883,5.883,6.883,7.883,8.883,9.883,10.883,11.883,12.883,13.883,14.883,15.883
28-11-2017 05:40,5.21,0.145,5.299,0.145,5.241,6.241,7.241,8.241,9.241,10.241,11.241,12.241,13.241,14.241,15.241,16.241
28-11-2017 05:50,5.291,0.102,5.371,0.145,5.15,6.15,7.15,8.15,9.15,10.15,11.15,12.15,13.15,14.15,15.15,16.15
